Order_ID,Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Revenue
ORD00056,2022-05-08,CUST6728,Smartphone,Electronics,East,2,1193.72,2387.45
ORD00057,2023-11-27,CUST5852,Rug,Home & Garden,West,1,149.9,149.9
ORD00058,2023-05-10,CUST4420,Yoga Mat,Sports,West,6,59.37,356.23
ORD00059,2023-02-03,CUST9988,Smart Watch,Electronics,East,4,769.26,3077.04
ORD00060,2023-12-21,CUST9455,Yoga Mat,Sports,East,4,148.75,594.98
ORD00061,2022-02-23,,Doll,Toys,South,2,72.46,144.93
ORD00062,2022-06-29,CUST3493,Smart Watch,Electronics,West,3,231.0,693.01
ORD00063,2022-09-15,CUST4968,Cookbook,Books,South,2,33.91,67.82
ORD00064,2023-07-25,CUST8299,Biography,Books,North,6,14.86,89.18
ORD00065,2022-06-05,CUST8539,Cookbook,Books,West,10,43.61,436.13
ORD00066,2023-03-25,CUST1203,Mirror,Home & Garden,West,1,109.38,109.38
ORD00067,2022-01-08,CUST2679,Mirror,Home & Garden,East,10,183.73,1837.25
ORD00068,2022-11-23,CUST4065,Laptop,Electronics,West,9,1116.28,10046.56
ORD00069,2022-08-28,CUST5861,Shoes,Clothing,South,5,21.25,106.25
ORD00070,2023-04-05,CUST1965,Fiction Novel,Books,South,5,48.48,242.4
ORD00071,2022-11-12,CUST4674,Fiction Novel,Books,North,10,32.76,327.64
ORD00072,2023-02-28,CUST9579,Lamp,Home & Garden,North,10,191.94,1919.42
ORD00073,2023-03-21,CUST7012,LEGO Set,Toys,West,6,86.1,516.61
ORD00074,2023-02-07,CUST3708,Lamp,Home & Garden,East,10,82.67,826.69
ORD00075,2022-11-30,CUST1860,Dress,Clothing,East,1,43.04,43.04
ORD00076,2022-04-14,CUST8112,Jacket,Clothing,South,1,149.62,149.62
ORD00077,2022-02-07,CUST6696,Science Book,Books,North,5,13.0,65.0
ORD00078,2023-08-06,CUST9334,Board Game,Toys,North,2,54.36,108.71
ORD00079,2023-10-09,CUST2697,Dumbbells,Sports,South,3,77.6,232.81
ORD00080,2022-04-01,CUST1700,Doll,Toys,East,10,59.91,599.07
ORD00081,2023-05-01,CUST3628,Tablet,Electronics,West,3,1233.47,3700.4
ORD00082,2023-01-27,CUST2112,Tennis Racket,Sports,North,5,124.01,620.06
ORD00083,2022-01-27,CUST1951,Jacket,Clothing,South,2,36.12,72.24
ORD00084,2022-07-03,CUST6092,Headphones,Electronics,East,7,1374.82,9623.77
ORD00085,2022-02-28,CUST5603,Jeans,Clothing,South,1,147.28,147.28
ORD00086,2023-03-30,CUST3908,Mirror,Home & Garden,West,9,121.06,1089.55
ORD00087,2022-08-17,CUST6324,Self-Help,Books,South,5,26.56,132.82
ORD00088,2023-12-12,CUST9458,Mirror,Home & Garden,West,3,289.63,868.88
ORD00089,2023-12-01,CUST4504,Dumbbells,Sports,East,3,112.19,336.58
ORD00090,2022-07-26,CUST1707,Biography,Books,North,2,37.66,75.32
ORD00091,2023-10-17,,Rug,Home & Garden,East,4,192.54,770.15
ORD00092,2022-12-15,CUST3242,Cookbook,Books,West,8,48.98,391.84
ORD00093,2022-11-15,CUST3544,Tennis Racket,Sports,East,6,152.27,913.6
ORD00094,2023-03-12,CUST9127,Board Game,Toys,West,8,17.67,141.35
ORD00095,2022-04-17,CUST9991,Jeans,Clothing,West,5,104.53,522.64
ORD00096,2023-08-28,CUST7222,Puzzle,Toys,South,10,54.33,543.28
ORD00097,2023-03-01,CUST5111,Action Figure,Toys,West,4,64.6,258.39
ORD00098,2022-12-13,CUST2999,Board Game,Toys,East,1,95.95,95.95
ORD00099,2022-06-30,CUST2926,Jeans,Clothing,North,1,23.36,23.36
ORD00100,2022-04-17,CUST3157,Yoga Mat,Sports,West,10,171.03,1710.26
ORD00101,2022-05-06,CUST9300,Shoes,Clothing,East,1,64.78,64.78
ORD00102,2022-08-30,CUST7603,Shoes,Clothing,West,10,58.46,584.59
ORD00103,2022-01-31,CUST4785,Yoga Mat,Sports,North,3,85.49,256.47
ORD00104,2022-01-21,CUST9515,Jeans,Clothing,South,10,86.82,868.25
ORD00105,2022-07-25,CUST5928,Running Shoes,Sports,North,5,106.16,530.82
ORD00106,2022-08-09,CUST7659,Yoga Mat,Sports,South,9,194.75,1752.76
ORD00107,2022-01-25,CUST8948,Dress,Clothing,South,9,80.71,726.36
ORD00108,2023-11-18,CUST8921,Jeans,Clothing,North,3,31.55,94.64
ORD00109,2023-09-14,CUST8212,Cookbook,Books,South,10,38.55,385.54
ORD00110,2023-12-10,CUST7402,Science Book,Books,East,4,41.51,166.05
ORD00111,2023-02-10,CUST4307,Smart Watch,Electronics,North,3,1437.57,4312.72
ORD00112,2023-10-05,CUST4737,Laptop,Electronics,South,3,248.26,744.79
ORD00113,2022-03-06,CUST4295,Dress,Clothing,North,8,106.95,855.56
ORD00114,2022-03-30,CUST5955,Tennis Racket,Sports,South,1,137.5,137.5
ORD00115,2022-06-12,CUST4285,Dumbbells,Sports,South,2,53.16,106.32
ORD00116,2022-07-14,CUST1108,Shoes,Clothing,West,5,127.4,637.01
ORD00117,2023-05-20,CUST8552,Dumbbells,Sports,West,2,73.6,147.19
ORD00118,2023-08-10,CUST6903,T-Shirt,Clothing,North,1,89.04,89.04
ORD00119,2022-07-31,CUST7715,Biography,Books,North,8,37.96,303.69
ORD00120,2023-03-19,,Board Game,Toys,South,3,93.96,281.87
ORD00121,2022-10-12,,Biography,Books,East,7,21.08,147.57
ORD00122,2023-01-17,CUST8714,Jeans,Clothing,South,10,89.46,894.58
ORD00123,2023-09-15,CUST9295,Laptop,Electronics,West,5,878.23,4391.16
ORD00124,2022-09-13,CUST3735,Tablet,Electronics,North,6,1044.73,6268.37
ORD00125,2022-01-17,CUST4504,Dumbbells,Sports,East,3,57.66,172.98
ORD00126,2022-07-29,CUST2214,Cookbook,Books,South,9,13.0,117.03
ORD00127,2023-10-05,CUST8230,Mirror,Home & Garden,North,9,233.39,2100.53
ORD00128,2023-11-14,CUST4650,Headphones,Electronics,East,1,1085.31,1085.31
ORD00129,2023-08-17,CUST8930,Plant Pot,Home & Garden,South,2,173.87,347.74
ORD00130,2022-06-14,,Chair,Home & Garden,South,8,277.85,2222.83
ORD00131,2023-03-29,CUST9047,Basketball,Sports,East,2,125.35,250.7
ORD00132,2022-10-26,CUST3381,Jacket,Clothing,North,9,144.28,1298.5
ORD00133,2023-07-21,CUST6114,Tablet,Electronics,South,4,325.76,1303.03
ORD00134,2022-08-08,CUST1999,Cookbook,Books,East,8,43.66,349.3
ORD00135,2022-03-04,CUST1457,LEGO Set,Toys,North,9,94.41,849.73
ORD00136,2023-08-16,CUST7083,Puzzle,Toys,East,5,82.34,411.69
ORD00137,2023-01-13,CUST5673,Cookbook,Books,West,8,25.11,200.87
ORD00138,2023-12-29,CUST9343,Science Book,Books,North,4,33.35,133.39
ORD00139,2022-02-10,CUST8146,Jeans,Clothing,West,3,73.47,220.4
ORD00140,2022-03-22,CUST7074,Tennis Racket,Sports,South,3,57.44,172.32
ORD00141,2023-07-25,CUST9266,Rug,Home & Garden,East,1,219.51,219.51
ORD00142,2023-02-14,CUST2870,Yoga Mat,Sports,South,5,161.39,806.97
ORD00143,2022-07-10,CUST9928,Smart Watch,Electronics,West,9,1216.41,10947.72
ORD00144,2022-06-27,CUST7151,Chair,Home & Garden,South,8,87.07,696.56
ORD00145,2023-06-25,CUST4271,Running Shoes,Sports,North,4,33.82,135.27
ORD00146,2023-07-26,CUST3797,Board Game,Toys,North,1,41.93,41.93
ORD00147,2023-12-13,CUST4497,Basketball,Sports,West,7,90.48,633.35
ORD00148,2022-11-10,CUST3022,Jeans,Clothing,East,2,42.75,85.49
ORD00149,2023-02-19,,Plant Pot,Home & Garden,North,6,221.56,1329.37
ORD00150,2022-04-29,CUST7971,Smartphone,Electronics,South,2,510.62,1021.24
ORD00151,2022-01-27,,Jeans,Clothing,North,7,142.09,994.64
ORD00152,2023-11-15,CUST5764,Yoga Mat,Sports,North,3,119.76,359.28
ORD00153,2023-11-23,CUST1009,Chair,Home & Garden,North,2,178.26,356.52
ORD00154,2022-02-02,CUST1139,Basketball,Sports,West,4,197.29,789.17
ORD00155,2023-02-27,CUST2478,Self-Help,Books,South,9,42.87,385.82
ORD00156,2022-07-06,CUST8158,Science Book,Books,West,1,46.82,46.82
ORD00157,2023-05-11,CUST4067,Yoga Mat,Sports,West,4,126.53,506.14
ORD00158,2022-04-03,CUST6637,Chair,Home & Garden,East,6,40.1,240.59
ORD00159,2023-09-15,CUST1915,Tablet,Electronics,West,9,610.65,5495.86
ORD00160,2022-07-15,CUST1343,Cookbook,Books,East,9,33.8,304.22
ORD00161,2022-04-23,CUST1483,Biography,Books,North,10,18.58,185.78
ORD00162,2023-08-08,CUST1904,Jacket,Clothing,North,3,21.54,64.63
ORD00163,2022-04-15,CUST3445,T-Shirt,Clothing,South,1,57.45,57.45
ORD00164,2023-01-31,CUST2914,Fiction Novel,Books,East,3,23.11,69.33
ORD00165,2023-04-23,CUST8070,Fiction Novel,Books,East,8,44.62,356.95
ORD00166,2022-12-05,CUST3475,Dress,Clothing,South,10,25.46,254.61
ORD00167,2023-08-30,CUST8877,Fiction Novel,Books,West,5,26.51,132.53
ORD00168,2023-02-01,CUST9174,Rug,Home & Garden,South,9,115.58,1040.22
ORD00169,2023-07-20,CUST5180,Smart Watch,Electronics,South,1,1317.01,1317.01
ORD00170,2023-07-13,CUST3168,Headphones,Electronics,East,3,483.34,1450.03
ORD00171,2023-07-31,CUST4007,Dress,Clothing,West,8,79.11,632.92
ORD00172,2023-12-09,CUST7388,Cookbook,Books,East,8,40.23,321.85
ORD00173,2023-12-14,CUST2386,Basketball,Sports,West,4,125.91,503.63
ORD00174,2022-11-27,CUST1745,Action Figure,Toys,East,1,50.58,50.58
ORD00175,2022-08-24,CUST5068,Smartphone,Electronics,North,4,1370.75,5482.99
ORD00176,2023-08-13,CUST8263,Action Figure,Toys,North,10,65.64,656.38
ORD00177,2023-07-10,CUST5605,T-Shirt,Clothing,West,10,89.5,894.98
ORD00178,2023-01-02,CUST2475,Jeans,Clothing,North,6,41.18,247.09
ORD00179,2023-09-16,CUST5751,LEGO Set,Toys,North,3,36.1,108.29
ORD00180,2022-02-09,CUST8326,LEGO Set,Toys,East,5,48.45,242.27
ORD00181,2022-06-01,CUST9232,Basketball,Sports,West,2,60.3,120.6
ORD00182,2022-04-15,CUST2706,Self-Help,Books,West,8,24.03,192.2
ORD00183,2023-12-20,CUST3644,Headphones,Electronics,East,1,668.3,668.3
ORD00184,2022-04-28,CUST1635,Board Game,Toys,North,7,19.14,133.97
ORD00185,2022-01-01,CUST6616,Dress,Clothing,North,7,89.48,626.34
ORD00186,2022-02-22,CUST4251,Running Shoes,Sports,North,4,147.95,591.8
ORD00187,2022-10-26,CUST1451,Board Game,Toys,West,7,63.93,447.54
ORD00188,2023-04-23,CUST6227,Dumbbells,Sports,East,1,126.64,126.64
ORD00189,2022-12-09,CUST6028,Lamp,Home & Garden,North,8,32.68,261.47
ORD00190,2023-06-30,CUST3118,Yoga Mat,Sports,West,7,104.4,730.8
ORD00191,2022-06-08,CUST5140,Jacket,Clothing,East,1,123.46,123.46
ORD00192,2023-12-13,CUST5374,Board Game,Toys,East,1,39.7,39.7
ORD00193,2023-04-24,CUST7965,Rug,Home & Garden,South,6,180.67,1084.0
ORD00194,2023-02-18,CUST5313,Yoga Mat,Sports,West,8,82.26,658.1
ORD00195,2022-01-31,CUST4951,Headphones,Electronics,South,5,1280.21,6401.07
ORD00196,2023-04-26,CUST8448,Plant Pot,Home & Garden,West,2,75.74,151.48
ORD00197,2023-05-08,CUST5085,Tablet,Electronics,North,9,983.66,8852.96
ORD00198,2023-12-16,CUST9920,Cookbook,Books,West,9,38.84,349.54
ORD00199,2022-12-08,CUST6512,LEGO Set,Toys,South,7,95.06,665.44
ORD00200,2022-02-21,CUST9070,Shoes,Clothing,North,6,44.12,264.7
ORD00201,2023-10-16,CUST9304,Rug,Home & Garden,South,2,95.31,190.61
ORD00202,2022-09-18,CUST6401,LEGO Set,Toys,South,2,64.88,129.76
ORD00203,2023-01-10,CUST2630,Smart Watch,Electronics,North,7,1010.68,7074.75
ORD00204,2022-12-14,CUST2283,Basketball,Sports,South,8,86.72,693.74
ORD00205,2022-07-21,CUST7896,Laptop,Electronics,South,6,356.89,2141.33
ORD00206,2023-02-14,CUST2530,Chair,Home & Garden,East,4,83.73,334.94
ORD00207,2023-10-19,CUST4178,Headphones,Electronics,West,8,951.66,7613.28
ORD00208,2022-09-07,CUST4325,Jacket,Clothing,East,3,78.48,235.45
ORD00209,2023-06-14,CUST7312,Tennis Racket,Sports,South,5,179.05,895.24
ORD00210,2023-01-16,CUST2177,Shoes,Clothing,East,4,127.19,508.78
ORD00211,2022-05-15,CUST1822,Mirror,Home & Garden,West,6,150.14,900.84
ORD00212,2023-03-06,CUST5680,Lamp,Home & Garden,East,6,174.68,1048.08
ORD00213,2023-04-30,CUST5563,Jacket,Clothing,North,3,37.51,112.54
ORD00214,2023-08-07,CUST1088,Smartphone,Electronics,North,5,1425.09,7125.43
ORD00215,2023-03-21,CUST4819,Laptop,Electronics,South,4,967.24,3868.97
ORD00216,2022-07-26,CUST6071,LEGO Set,Toys,West,4,57.16,228.64
ORD00217,2022-01-04,CUST8352,Board Game,Toys,North,4,26.1,104.39
ORD00218,2023-07-12,CUST7651,Smart Watch,Electronics,South,1,241.4,241.4
ORD00219,2023-12-31,CUST5119,Shoes,Clothing,South,1,140.02,140.02
ORD00220,2022-07-22,CUST5357,Smartphone,Electronics,North,10,687.88,6878.8
ORD00221,2022-05-01,CUST7097,Rug,Home & Garden,West,4,175.58,702.34
ORD00222,2023-09-05,CUST6052,Tennis Racket,Sports,East,6,160.0,959.99
ORD00223,2023-03-25,CUST8355,Board Game,Toys,South,4,32.23,128.92
ORD00224,2022-12-31,CUST9662,LEGO Set,Toys,East,1,51.74,51.74
ORD00225,2023-03-15,CUST9687,Doll,Toys,North,1,30.95,30.95
ORD00226,2023-04-08,CUST3254,Smartphone,Electronics,South,5,788.78,3943.91
ORD00227,2023-05-10,CUST2404,LEGO Set,Toys,South,6,69.81,418.86
ORD00228,2023-05-31,CUST9079,Board Game,Toys,North,8,51.17,409.37
ORD00229,2023-03-20,CUST8764,Fiction Novel,Books,North,3,15.86,47.58
ORD00230,2022-06-09,CUST8966,Tablet,Electronics,East,7,587.82,4114.75
ORD00231,2022-03-08,CUST2252,T-Shirt,Clothing,West,8,89.61,716.91
ORD00232,2022-06-18,CUST4999,Cookbook,Books,North,10,45.15,451.55
ORD00233,2022-08-29,CUST6505,Tablet,Electronics,South,7,258.07,1806.48
ORD00234,2023-09-27,CUST8902,Board Game,Toys,West,3,68.82,206.46
ORD00235,2023-12-12,CUST4897,Smartphone,Electronics,West,8,349.19,2793.53
ORD00236,2022-04-05,CUST6049,Yoga Mat,Sports,South,8,156.44,1251.55
ORD00237,2022-12-15,CUST3327,Dress,Clothing,South,7,106.46,745.24
ORD00238,2023-09-27,CUST4555,Science Book,Books,North,1,41.49,41.49
ORD00239,2022-12-20,CUST9339,Rug,Home & Garden,North,10,153.29,1532.93
ORD00240,2022-08-03,CUST1168,Fiction Novel,Books,East,7,42.24,295.67
ORD00241,2023-11-15,CUST7373,Board Game,Toys,South,3,98.95,296.85
ORD00242,2022-10-23,CUST9339,Jeans,Clothing,North,3,58.09,174.27
ORD00243,2022-09-24,CUST3784,Rug,Home & Garden,East,1,290.5,290.5
ORD00244,2022-02-28,CUST9895,Cookbook,Books,West,6,32.99,197.94
ORD00245,2023-12-14,CUST2782,Tablet,Electronics,North,10,579.21,5792.11
ORD00246,2022-08-25,CUST3834,Jeans,Clothing,South,2,53.54,107.08
ORD00247,2022-04-23,CUST7831,Mirror,Home & Garden,North,10,55.73,557.32
ORD00248,2022-05-15,CUST1356,Smartphone,Electronics,North,8,1402.9,11223.2
ORD00249,2022-06-04,CUST8127,Tennis Racket,Sports,West,3,122.21,366.64
ORD00250,2023-10-30,CUST5481,Dress,Clothing,South,6,61.11,366.65
ORD00251,2022-02-26,CUST8885,Dress,Clothing,North,7,49.44,346.07
ORD00252,2022-09-02,CUST9552,Running Shoes,Sports,East,2,175.59,351.19
ORD00253,2022-09-30,CUST7723,Plant Pot,Home & Garden,North,10,247.58,2475.83
ORD00254,2022-09-06,CUST6477,T-Shirt,Clothing,South,10,92.63,926.26
ORD00255,2022-12-15,CUST7221,Doll,Toys,West,1,74.24,74.24
ORD00256,2022-07-29,CUST9120,Chair,Home & Garden,East,1,88.39,88.39
ORD00257,2023-09-26,CUST4826,Doll,Toys,West,4,81.92,327.69
ORD00258,2023-08-13,CUST6752,Puzzle,Toys,South,7,45.85,320.94
ORD00259,2022-05-14,CUST8822,Action Figure,Toys,West,1,82.8,82.8
ORD00260,2023-07-27,CUST2229,Running Shoes,Sports,South,2,155.06,310.11
ORD00261,2022-01-14,CUST1845,Doll,Toys,South,10,49.15,491.47
ORD00262,2022-04-03,CUST8574,Headphones,Electronics,North,1,419.19,419.19
ORD00263,2022-06-23,CUST9068,Smart Watch,Electronics,East,6,260.92,1565.49
ORD00264,2022-10-19,,Laptop,Electronics,North,6,776.82,4660.89
ORD00265,2023-10-15,CUST9588,Jeans,Clothing,North,1,37.47,37.47
ORD00266,2023-02-17,CUST2836,Rug,Home & Garden,North,10,175.87,1758.71
ORD00267,2022-01-15,CUST5266,Cookbook,Books,North,9,11.22,101.0
ORD00268,2022-07-15,CUST6815,Fiction Novel,Books,East,8,38.84,310.73
ORD00269,2022-07-10,CUST5226,Doll,Toys,West,5,59.21,296.06
ORD00270,2022-01-28,CUST6398,Running Shoes,Sports,South,3,87.51,262.52
ORD00271,2023-09-24,CUST5164,Dumbbells,Sports,West,3,54.39,163.16
ORD00272,2023-05-30,CUST1134,Dress,Clothing,North,2,64.12,128.24
ORD00273,2022-08-17,CUST5249,Yoga Mat,Sports,East,2,43.6,87.19
ORD00274,2022-04-05,CUST8042,Doll,Toys,South,10,90.88,908.78
ORD00275,2023-08-18,CUST5738,Smart Watch,Electronics,North,8,564.34,4514.74
ORD00276,2022-10-15,CUST2642,Basketball,Sports,East,1,167.99,167.99
ORD00277,2023-01-16,CUST7879,Doll,Toys,West,4,33.57,134.29
ORD00278,2022-01-04,CUST3407,Biography,Books,South,4,19.22,76.88
ORD00279,2023-01-07,CUST7873,Headphones,Electronics,East,5,486.0,2429.99
ORD00280,2023-05-01,CUST2571,Mirror,Home & Garden,South,10,70.15,701.54
ORD00281,2022-02-19,,Self-Help,Books,West,10,49.81,498.07
ORD00282,2022-05-26,CUST9534,Tennis Racket,Sports,South,9,100.05,900.43
ORD00283,2023-06-16,CUST7089,Cookbook,Books,North,1,49.72,49.72
ORD00284,2023-11-16,CUST1468,Dress,Clothing,West,1,148.92,148.92
ORD00285,2022-04-22,CUST4084,Lamp,Home & Garden,South,2,70.35,140.71
ORD00286,2022-07-05,CUST7933,Dumbbells,Sports,East,9,68.64,617.72
ORD00287,2023-10-24,CUST6243,LEGO Set,Toys,South,10,82.75,827.54
ORD00288,2023-09-12,CUST4779,Headphones,Electronics,East,1,850.99,850.99
ORD00289,2022-05-21,CUST6064,Dumbbells,Sports,South,2,90.42,180.85
ORD00290,2023-09-30,CUST2151,Headphones,Electronics,East,10,634.02,6340.18
ORD00291,2022-08-18,CUST1196,Jeans,Clothing,North,4,33.3,133.18
ORD00292,2023-01-07,CUST5533,Shoes,Clothing,North,5,25.86,129.29
ORD00293,2023-06-28,CUST8123,Dress,Clothing,East,9,102.32,920.89
ORD00294,2023-01-30,CUST2994,T-Shirt,Clothing,North,7,86.85,607.92
ORD00295,2022-06-14,CUST9606,Basketball,Sports,South,9,78.46,706.14
ORD00296,2022-08-24,CUST6505,Cookbook,Books,West,10,40.93,409.31
ORD00297,2022-11-04,CUST2565,Dress,Clothing,South,10,26.01,260.11
ORD00298,2023-10-23,CUST6525,LEGO Set,Toys,North,3,23.54,70.62
ORD00299,2022-03-24,CUST8987,Doll,Toys,South,9,94.31,848.83
ORD00300,2022-05-30,CUST8179,Shoes,Clothing,West,5,125.47,627.36
ORD00301,2023-12-21,,LEGO Set,Toys,North,7,85.79,600.51
ORD00302,2023-12-07,CUST3195,Board Game,Toys,West,4,50.04,200.15
ORD00303,2023-11-21,CUST5046,Basketball,Sports,East,3,170.18,510.55
ORD00304,2023-02-03,CUST4625,Board Game,Toys,North,8,15.15,121.18
ORD00305,2022-07-19,CUST4343,Science Book,Books,North,10,20.61,206.14
ORD00306,2023-07-29,CUST8939,Shoes,Clothing,East,10,135.72,1357.22
ORD00307,2023-02-19,CUST7944,Fiction Novel,Books,East,7,41.09,287.64
ORD00308,2023-09-06,CUST7975,Headphones,Electronics,West,9,620.64,5585.72
ORD00309,2023-10-26,CUST4769,Tennis Racket,Sports,West,8,178.44,1427.52
ORD00310,2022-04-18,CUST2067,LEGO Set,Toys,South,3,96.35,289.04
ORD00311,2022-03-03,CUST6800,Dumbbells,Sports,West,9,90.01,810.12
ORD00312,2023-09-16,CUST9790,Biography,Books,South,3,12.93,38.78
ORD00313,2023-02-01,CUST9469,Dumbbells,Sports,North,5,71.82,359.11
ORD00314,2022-10-12,CUST5823,Self-Help,Books,West,5,22.12,110.58
ORD00315,2022-01-04,CUST6682,Action Figure,Toys,South,2,80.4,160.79
ORD00316,2023-09-27,CUST2510,Action Figure,Toys,West,8,30.34,242.75
ORD00317,2023-04-30,CUST9431,T-Shirt,Clothing,West,9,103.82,934.41
ORD00318,2022-07-19,CUST6767,Tennis Racket,Sports,East,1,50.12,50.12
ORD00319,2023-01-26,CUST9790,Chair,Home & Garden,North,9,74.1,666.87
ORD00320,2022-08-10,CUST4094,Mirror,Home & Garden,South,3,98.44,295.33
ORD00321,2022-08-10,CUST2795,Dress,Clothing,South,6,82.71,496.24
ORD00322,2022-10-31,CUST4690,Tennis Racket,Sports,North,3,189.41,568.22
ORD00323,2022-12-15,CUST5997,Board Game,Toys,East,4,45.89,183.54
ORD00324,2022-07-25,CUST1095,Shoes,Clothing,North,6,74.95,449.69
ORD00325,2023-02-04,CUST4041,Tablet,Electronics,West,6,460.58,2763.49
ORD00326,2023-05-27,CUST9214,Self-Help,Books,South,7,48.72,341.01
ORD00327,2022-02-22,CUST8448,Cookbook,Books,East,1,25.24,25.24
ORD00328,2022-07-05,CUST1045,Biography,Books,West,10,38.73,387.26
ORD00329,2023-08-01,CUST6573,T-Shirt,Clothing,North,3,72.02,216.06
ORD00330,2022-04-01,CUST6616,Smart Watch,Electronics,North,10,512.38,5123.79
ORD00331,2022-07-19,CUST9075,Running Shoes,Sports,South,2,151.92,303.83
ORD00332,2023-06-19,CUST9013,Jacket,Clothing,East,7,73.07,511.5
ORD00333,2023-11-02,CUST2884,Rug,Home & Garden,East,8,98.97,791.73
ORD00334,2022-01-19,CUST2219,Headphones,Electronics,South,6,837.34,5024.03
ORD00335,2022-10-19,CUST4043,Jacket,Clothing,East,5,91.02,455.1
